data_snapshot,linha,situacao_consolidada,aprovado,tramite,valor,executora,pacote,para_contrato,para_motores
2026-07-14,13200,"Aprovado, aguardando atendimento",SIM,,1000000.0,CELOG,A,SOB DEMANDA,SIM
2026-07-14,16700,"Aprovado, aguardando atendimento",SIM,,1000000.0,CELOG,A,SOB DEMANDA,SIM
2026-07-14,25180,"Aprovado, aguardando atendimento",SIM,,1000000.0,CELOG,A,SOB DEMANDA,SIM
2026-07-14,14160,Atendido,SIM,ATENDIDO,3799000.0,CELOG,A,SOB DEMANDA,SIM
2026-07-14,15960,"Aprovado, aguardando atendimento",SIM,,962290.8,CELOG,A,SOB DEMANDA,SIM
2026-07-14,15980,Não aprovado,NÃO,CANCELADO,,CELOG,C,SOB DEMANDA,SIM
2026-07-14,10300,"Aprovado, aguardando atendimento",SIM,,135000.0,CABW,A,REQUISIÇÃO,Não
2026-07-14,10760,"Aprovado, aguardando atendimento",SIM,,400000.0,FMS,A,REQUISIÇÃO,SIM
2026-07-14,13220,"Aprovado, aguardando atendimento",SIM,,400000.0,FMS,A,REQUISIÇÃO,SIM
2026-07-14,23740,"Aprovado, aguardando atendimento",SIM,,400000.0,FMS,A,REQUISIÇÃO,SIM
2026-07-14,11800,Atendido,SIM,ATENDIDO,1187433.02,CABW,A,REQUISIÇÃO,Não
2026-07-14,17200,"Aprovado, aguardando atendimento",SIM,,958040.0,CABW,A,REQUISIÇÃO,Não
2026-07-14,11820,"Aprovado, aguardando atendimento",SIM,,1000000.0,CABW,A,REQUISIÇÃO,Não
2026-07-14,24660,Não aprovado,NÃO,,835000.0,CABW,C,REQUISIÇÃO,Não
2026-07-14,11840,"Aprovado, aguardando atendimento",SIM,,1000000.0,CABW,A,REQUISIÇÃO,Não
2026-07-14,24680,Não aprovado,NÃO,,1000000.0,CABW,C,REQUISIÇÃO,Não
2026-07-14,11860,"Aprovado, aguardando atendimento",SIM,,1000000.0,CABW,A,REQUISIÇÃO,Não
2026-07-14,24700,Não aprovado,NÃO,,1000000.0,CABW,C,REQUISIÇÃO,Não
2026-07-14,11880,"Aprovado, aguardando atendimento",SIM,,100000.0,FMS,A,REQUISIÇÃO,Não
2026-07-14,14180,"Aprovado, aguardando atendimento",SIM,,100000.0,FMS,A,REQUISIÇÃO,Não
2026-07-14,24180,"Aprovado, aguardando atendimento",SIM,,100000.0,FMS,A,REQUISIÇÃO,Não
2026-07-14,24720,Não aprovado,NÃO,,100000.0,FMS,C,REQUISIÇÃO,Não
2026-07-14,11760,"Aprovado, aguardando atendimento",SIM,,200000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,11680,"Aprovado, aguardando atendimento",SIM,,563000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,11780,"Aprovado, aguardando atendimento",SIM,,320000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,13240,"Aprovado, aguardando atendimento",SIM,,120000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,23640,Não aprovado,NÃO,,120000.0,CABW,C,REQUISIÇÃO,SIM
2026-07-14,13260,"Aprovado, aguardando atendimento",SIM,,80000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,24380,Não aprovado,NÃO,,80000.0,CABW,C,REQUISIÇÃO,SIM
2026-07-14,10780,"Aprovado, aguardando atendimento",SIM,,430000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,11720,"Aprovado, aguardando atendimento",SIM,,430000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,10800,"Aprovado, aguardando atendimento",SIM,,425000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,11740,"Aprovado, aguardando atendimento",SIM,,60000.0,CABW,A,REQUISIÇÃO,SIM
2026-07-14,19240,"Aprovado, aguardando atendimento",SIM,,500000.0,CELOG,D,PARCELA FIXA,Não
2026-07-14,19260,"Aprovado, aguardando atendimento",SIM,,4000000.0,CELOG,D,PARCELA FIXA,Não
2026-07-14,19600,Não aprovado,NÃO,,5500000.0,CELOG,D,PARCELA FIXA,Não
2026-07-14,19620,Não aprovado,NÃO,,5500000.0,CELOG,D,PARCELA FIXA,Não
2026-07-14,24661,Não aprovado,NÃO,,165000.0,CABW,C,REQUISIÇÃO,Não
2026-07-14,63120,Não aprovado,NÃO,,3800000.0,CELOG,C,SOB DEMANDA,SIM
2026-07-14,63140,"Aprovado, aguardando atendimento",SIM,,4394700.0,CABW,C,SOB DEMANDA,SIM
2026-07-14,63940,"Aprovado, aguardando atendimento",SIM,,528395.93,CELOG,A,HORA DE VOO,Não
2026-07-14,63960,Não aprovado,NÃO,,1000000.0,CELOG,B,SOB DEMANDA,SIM
2026-07-14,64340,"Aprovado, aguardando atendimento",SIM,,4394700.0,CABW,C,SOB DEMANDA,SIM
