data_snapshot,numero_ordem,part_number,categoria,destino,anv,status
2026-07-13,383,,,,,Pendente
2026-07-13,384,,,,,Pendente
2026-07-13,385,,,,,Pendente
2026-07-13,386,,,,,Pendente
2026-07-13,387,,,,,Pendente
2026-07-13,388,,,,,Pendente
2026-07-13,389,,,,,Pendente
2026-07-13,390,,,,,Pendente
2026-07-13,391,,,,,Pendente
2026-07-13,392,,,,,Pendente
2026-07-13,393,,,,,Pendente
2026-07-13,394,,,,,Pendente
2026-07-13,395,,,,,Pendente
2026-07-13,396,,,,,Pendente
2026-07-13,397,,,,,Pendente
2026-07-13,398,,,,,Pendente
2026-07-13,399,,,,,Pendente
2026-07-13,400,,,,,Pendente
2026-07-13,401,,,,,Pendente
2026-07-13,402,,,,,Pendente
2026-07-13,403,,,,,Pendente
2026-07-13,404,,,,,Pendente
2026-07-13,405,,,,,Pendente
2026-07-13,406,,,,,Pendente
2026-07-13,407,,,,,Pendente
2026-07-13,408,,,,,Pendente
2026-07-13,409,,,,,Pendente
2026-07-13,410,,,,,Pendente
2026-07-13,411,,,,,Pendente
2026-07-13,412,,,,,Pendente
2026-07-13,413,,,,,Pendente
2026-07-13,414,,,,,Pendente
2026-07-13,415,,,,,Pendente
2026-07-13,416,,,,,Pendente
2026-07-13,417,,,,,Pendente
2026-07-13,418,,,,,Pendente
2026-07-13,419,,,,,Pendente
2026-07-13,420,,,,,Pendente
2026-07-13,421,,,,,Pendente
2026-07-13,422,,,,,Pendente
2026-07-13,423,,,,,Pendente
2026-07-13,424,,,,,Pendente
2026-07-13,425,,,,,Pendente
