data_snapshot,om,pn,sn,matricula,parcial_tso,totais_tsn,pct_tbo_voada,tbo,condicao,motivo
2026-08-11,PAMASP,3044000,PCE-PC2289,2731,1818.92,1818.92,45.47,4000.0,OS,
2026-08-11,1/5 GAV,3044000,PCE-PC2290,2729,2832.83,2832.83,70.82,4000.0,OS OPR,"MOTOR EM HSI NO OPERADOR, 17/07/2026"
2026-08-11,7 ETA,3044000,PCE-PC2358,2736,3889.5,3889.5,97.24,4000.0,APL,
2026-08-11,1/5 GAV,3044000,PCE-PC2360,2708,2243.25,2243.25,56.08,4000.0,APL,
2026-08-11,OM,PN,SN,TBO,,,%TBOVoada,,COND,Motv.
2026-08-11,PAMASP,3104100-01,PC-E17371,"166 days, 16:00:00",5139.25,10111.08,128.48,2702.0,OS,
2026-08-11,1/5GAV,3104100-01,PC-E17377,"166 days, 16:00:00",4186.33,9665.0,104.66,2703.0,APL,
2026-08-11,2ETA,3044000,PC-EPC0431,"166 days, 16:00:00",4342.92,13107.25,108.57,2719.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC0499,"166 days, 16:00:00",,12824.92,1.48,2728.0,OS,
2026-08-11,DACTAII,3044000,PCE-PC0743,"166 days, 16:00:00",790.42,5536.42,19.76,2742.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC0764,"166 days, 16:00:00",4997.0,9207.17,124.93,2734.0,REPARA,
2026-08-11,7ETA,3044000,PCE-PC0776,"166 days, 16:00:00",3301.75,8291.92,82.54,2740.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC0790,"166 days, 16:00:00",2889.42,8088.58,72.24,2732.0,REPARA,
2026-08-11,1ETA,3044000,PCE-PC0797,"166 days, 16:00:00",4135.92,6638.42,103.4,2733.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC0863,"166 days, 16:00:00",,16595.0,,2702.0,REQUIS,
2026-08-11,1/15GAV,3044000,PCE-PC1002,"166 days, 16:00:00",,7592.92,2.54,2727.0,APL,
2026-08-11,7ETA,3044000,PCE-PC1211,"166 days, 16:00:00",,4526.42,2.5,2738.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC1391,"166 days, 16:00:00",142.92,5035.08,3.57,2728.0,OS,
2026-08-11,7ETA,3044000,PCE-PC1570,"166 days, 16:00:00",377.25,4885.25,9.43,2737.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC1659,"166 days, 16:00:00",4479.58,4479.58,111.99,2736.0,OS,
2026-08-11,1ETA,3044000,PCE-PC1666,"166 days, 16:00:00",396.25,5470.08,9.91,2731.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC1734,"166 days, 16:00:00",267.17,5257.83,6.68,2721.0,OS,
2026-08-11,BACG,3044000,PCE-PC1783,"166 days, 16:00:00",5200.0,5200.0,130.0,2727.0,RECOLH,
2026-08-11,PAMASP,3044000,PCE-PC1801,"166 days, 16:00:00",4832.42,4832.42,120.81,2740.0,OS,
2026-08-11,BAMN,3044000,PCE-PC1832,"166 days, 16:00:00",4449.92,4449.92,111.25,2738.0,RECOLH,
2026-08-11,PAMASP,3044000,PCE-PC1835,"166 days, 16:00:00",4629.83,4629.83,115.75,2731.0,OS,
2026-08-11,BACO,3044000,PCE-PC1850,"166 days, 16:00:00",0.0,5094.67,,2737.0,REMOV,
2026-08-11,7ETA,3044000,PCE-PC1860,"166 days, 16:00:00",3095.33,3095.33,77.38,2741.0,REMOV,
2026-08-11,PAMALS,3044000,PCE-PC1868,"166 days, 16:00:00",4873.67,4873.67,121.84,2704.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC2042,"166 days, 16:00:00",5348.58,5348.58,133.71,2742.0,OS,
2026-08-11,1ETA,3044000,PCE-PC2047,"166 days, 16:00:00",1250.58,6261.08,31.26,2739.0,APL,
2026-08-11,1/5GAV,3044000,PCE-PC2050,"166 days, 16:00:00",552.83,12628.25,13.82,2702.0,APL,
2026-08-11,2ETA,3044000,PCE-PC2055,"166 days, 16:00:00",4158.42,4158.42,103.96,2722.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC2081,"166 days, 16:00:00",3346.92,3346.92,83.67,2724.0,OS,
2026-08-11,7ETA,3044000,PCE-PC2115,"166 days, 16:00:00",3886.67,3886.67,97.17,2741.0,APL,
2026-08-11,CLA,3044000,PCE-PC2223,"166 days, 16:00:00",2830.67,2830.67,70.77,2723.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC2224,"208 days, 8:00:00",482.08,482.08,9.64,2731.0,REPARA,
2026-08-11,5ETA,3044000,PCE-PC2232,"166 days, 16:00:00",4412.92,4412.92,110.32,2743.0,APL,
2026-08-11,6ETA,3044000,PCE-PC2257,"166 days, 16:00:00",2755.25,2755.25,68.88,2709.0,APL,
2026-08-11,6ETA,3044000,PCE-PC2261,"166 days, 16:00:00",3209.33,3209.33,80.23,2720.0,APL,
2026-08-11,PAMASP,3044000,PCE-PC2289,"166 days, 16:00:00",1818.92,1818.92,45.47,2731.0,OS,
2026-08-11,1/5GAV,3044000,PCE-PC2290,"166 days, 16:00:00",2832.83,2832.83,70.82,2729.0,OS,
2026-08-11,7ETA,3044000,PCE-PC2358,"166 days, 16:00:00",3992.33,3992.33,99.81,2736.0,APL,
2026-08-11,1/5GAV,3044000,PCE-PC2360,"166 days, 16:00:00",2295.75,2295.75,57.39,2708.0,APL,
2026-08-12,PAMASP,3104100-01,PC-E17371,2702,5139.25,10111.08,128.48,4000.0,OS,
2026-08-12,1/5GAV,3104100-01,PC-E17377,2703,4186.33,9665.0,104.66,4000.0,APL,
2026-08-12,2ETA,3044000,PC-EPC0431,2719,4342.92,13107.25,108.57,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC0499,2728,,12824.92,1.48,4000.0,OS,
2026-08-12,DACTAII,3044000,PCE-PC0743,2742,790.42,5536.42,19.76,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC0764,2734,4997.0,9207.17,124.93,4000.0,REPARA,
2026-08-12,7ETA,3044000,PCE-PC0776,2740,3301.75,8291.92,82.54,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC0790,2732,2889.42,8088.58,72.24,4000.0,REPARA,
2026-08-12,1ETA,3044000,PCE-PC0797,2733,4135.92,6638.42,103.4,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC0863,2702,,16595.0,,4000.0,REQUIS,
2026-08-12,1/15GAV,3044000,PCE-PC1002,2727,,7592.92,2.54,4000.0,APL,
2026-08-12,7ETA,3044000,PCE-PC1211,2738,,4526.42,2.5,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC1391,2728,142.92,5035.08,3.57,4000.0,OS,
2026-08-12,7ETA,3044000,PCE-PC1570,2737,377.25,4885.25,9.43,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC1659,2736,4479.58,4479.58,111.99,4000.0,OS,
2026-08-12,1ETA,3044000,PCE-PC1666,2731,396.25,5470.08,9.91,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC1734,2721,267.17,5257.83,6.68,4000.0,OS,
2026-08-12,BACG,3044000,PCE-PC1783,2727,5200.0,5200.0,130.0,4000.0,RECOLH,
2026-08-12,PAMASP,3044000,PCE-PC1801,2740,4832.42,4832.42,120.81,4000.0,OS,
2026-08-12,BAMN,3044000,PCE-PC1832,2738,4449.92,4449.92,111.25,4000.0,RECOLH,
2026-08-12,PAMASP,3044000,PCE-PC1835,2731,4629.83,4629.83,115.75,4000.0,OS,
2026-08-12,BACO,3044000,PCE-PC1850,2737,0.0,5094.67,,4000.0,REMOV,
2026-08-12,7ETA,3044000,PCE-PC1860,2741,3095.33,3095.33,77.38,4000.0,REMOV,
2026-08-12,PAMALS,3044000,PCE-PC1868,2704,4873.67,4873.67,121.84,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC2042,2742,5348.58,5348.58,133.71,4000.0,OS,
2026-08-12,1ETA,3044000,PCE-PC2047,2739,1250.58,6261.08,31.26,4000.0,APL,
2026-08-12,1/5GAV,3044000,PCE-PC2050,2702,552.83,12628.25,13.82,4000.0,APL,
2026-08-12,2ETA,3044000,PCE-PC2055,2722,4158.42,4158.42,103.96,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC2081,2724,3346.92,3346.92,83.67,4000.0,OS,
2026-08-12,7ETA,3044000,PCE-PC2115,2741,3886.67,3886.67,97.17,4000.0,APL,
2026-08-12,CLA,3044000,PCE-PC2223,2723,2830.67,2830.67,70.77,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC2224,2731,482.08,482.08,9.64,4000.0,REPARA,
2026-08-12,5ETA,3044000,PCE-PC2232,2743,4412.92,4412.92,110.32,4000.0,APL,
2026-08-12,6ETA,3044000,PCE-PC2257,2709,2755.25,2755.25,68.88,4000.0,APL,
2026-08-12,6ETA,3044000,PCE-PC2261,2720,3209.33,3209.33,80.23,4000.0,APL,
2026-08-12,PAMASP,3044000,PCE-PC2289,2731,1818.92,1818.92,45.47,4000.0,OS,
2026-08-12,1/5GAV,3044000,PCE-PC2290,2729,2832.83,2832.83,70.82,4000.0,OS,
2026-08-12,7ETA,3044000,PCE-PC2358,2736,3992.33,3992.33,99.81,4000.0,APL,
2026-08-12,1/5GAV,3044000,PCE-PC2360,2708,2295.75,2295.75,57.39,4000.0,APL,
2026-08-13,PAMASP,3104100-01,PC-E17371,2702,5139.25,10111.08,128.48,4000.0,OS,
2026-08-13,1/5GAV,3104100-01,PC-E17377,2703,4186.33,9665.0,104.66,4000.0,APL,
2026-08-13,2ETA,3044000,PC-EPC0431,2719,4342.92,13107.25,108.57,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC0499,2728,,12824.92,1.48,4000.0,OS,
2026-08-13,DACTAII,3044000,PCE-PC0743,2742,790.42,5536.42,19.76,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC0764,2734,4997.0,9207.17,124.93,4000.0,REPARA,
2026-08-13,7ETA,3044000,PCE-PC0776,2740,3301.75,8291.92,82.54,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC0790,2732,2889.42,8088.58,72.24,4000.0,REPARA,
2026-08-13,1ETA,3044000,PCE-PC0797,2733,4135.92,6638.42,103.4,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC0863,2702,,16595.0,,4000.0,REQUIS,
2026-08-13,1/15GAV,3044000,PCE-PC1002,2727,,7592.92,2.54,4000.0,APL,
2026-08-13,7ETA,3044000,PCE-PC1211,2738,,4526.42,2.5,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC1391,2728,142.92,5035.08,3.57,4000.0,OS,
2026-08-13,7ETA,3044000,PCE-PC1570,2737,377.25,4885.25,9.43,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC1659,2736,4479.58,4479.58,111.99,4000.0,OS,
2026-08-13,1ETA,3044000,PCE-PC1666,2731,396.25,5470.08,9.91,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC1734,2721,267.17,5257.83,6.68,4000.0,OS,
2026-08-13,BACG,3044000,PCE-PC1783,2727,5200.0,5200.0,130.0,4000.0,RECOLH,
2026-08-13,PAMASP,3044000,PCE-PC1801,2740,4832.42,4832.42,120.81,4000.0,OS,
2026-08-13,BAMN,3044000,PCE-PC1832,2738,4449.92,4449.92,111.25,4000.0,RECOLH,
2026-08-13,PAMASP,3044000,PCE-PC1835,2731,4629.83,4629.83,115.75,4000.0,OS,
2026-08-13,BACO,3044000,PCE-PC1850,2737,0.0,5094.67,,4000.0,REMOV,
2026-08-13,7ETA,3044000,PCE-PC1860,2741,3095.33,3095.33,77.38,4000.0,REMOV,
2026-08-13,PAMALS,3044000,PCE-PC1868,2704,4873.67,4873.67,121.84,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC2042,2742,5348.58,5348.58,133.71,4000.0,OS,
2026-08-13,1ETA,3044000,PCE-PC2047,2739,1250.58,6261.08,31.26,4000.0,APL,
2026-08-13,1/5GAV,3044000,PCE-PC2050,2702,552.83,12628.25,13.82,4000.0,APL,
2026-08-13,2ETA,3044000,PCE-PC2055,2722,4158.42,4158.42,103.96,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC2081,2724,3346.92,3346.92,83.67,4000.0,OS,
2026-08-13,7ETA,3044000,PCE-PC2115,2741,3886.67,3886.67,97.17,4000.0,APL,
2026-08-13,CLA,3044000,PCE-PC2223,2723,2830.67,2830.67,70.77,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC2224,2731,482.08,482.08,9.64,4000.0,REPARA,
2026-08-13,5ETA,3044000,PCE-PC2232,2743,4412.92,4412.92,110.32,4000.0,APL,
2026-08-13,6ETA,3044000,PCE-PC2257,2709,2755.25,2755.25,68.88,4000.0,APL,
2026-08-13,6ETA,3044000,PCE-PC2261,2720,3209.33,3209.33,80.23,4000.0,APL,
2026-08-13,PAMASP,3044000,PCE-PC2289,2731,1818.92,1818.92,45.47,4000.0,OS,
2026-08-13,1/5GAV,3044000,PCE-PC2290,2729,2832.83,2832.83,70.82,4000.0,OS,
2026-08-13,7ETA,3044000,PCE-PC2358,2736,3992.33,3992.33,99.81,4000.0,APL,
2026-08-13,1/5GAV,3044000,PCE-PC2360,2708,2295.75,2295.75,57.39,4000.0,APL,
2026-08-14,PAMASP,3104100-01,PC-E17371,2702,5139.25,10111.08,128.48,4000.0,OS,
2026-08-14,1/5GAV,3104100-01,PC-E17377,2703,4186.33,9665.0,104.66,4000.0,APL,
2026-08-14,2ETA,3044000,PC-EPC0431,2719,4342.92,13107.25,108.57,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC0499,2728,,12824.92,1.48,4000.0,OS,
2026-08-14,DACTAII,3044000,PCE-PC0743,2742,790.42,5536.42,19.76,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC0764,2734,4997.0,9207.17,124.93,4000.0,REPARA,
2026-08-14,7ETA,3044000,PCE-PC0776,2740,3301.75,8291.92,82.54,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC0790,2732,2889.42,8088.58,72.24,4000.0,REPARA,
2026-08-14,1ETA,3044000,PCE-PC0797,2733,4135.92,6638.42,103.4,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC0863,2702,,16595.0,,4000.0,REQUIS,
2026-08-14,1/15GAV,3044000,PCE-PC1002,2727,,7592.92,2.54,4000.0,APL,
2026-08-14,7ETA,3044000,PCE-PC1211,2738,,4526.42,2.5,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC1391,2728,142.92,5035.08,3.57,4000.0,OS,
2026-08-14,7ETA,3044000,PCE-PC1570,2737,377.25,4885.25,9.43,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC1659,2736,4479.58,4479.58,111.99,4000.0,OS,
2026-08-14,1ETA,3044000,PCE-PC1666,2731,396.25,5470.08,9.91,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC1734,2721,267.17,5257.83,6.68,4000.0,OS,
2026-08-14,BACG,3044000,PCE-PC1783,2727,5200.0,5200.0,130.0,4000.0,RECOLH,
2026-08-14,PAMASP,3044000,PCE-PC1801,2740,4832.42,4832.42,120.81,4000.0,OS,
2026-08-14,BAMN,3044000,PCE-PC1832,2738,4449.92,4449.92,111.25,4000.0,RECOLH,
2026-08-14,PAMASP,3044000,PCE-PC1835,2731,4629.83,4629.83,115.75,4000.0,OS,
2026-08-14,BACO,3044000,PCE-PC1850,2737,0.0,5094.67,,4000.0,REMOV,
2026-08-14,7ETA,3044000,PCE-PC1860,2741,3095.33,3095.33,77.38,4000.0,REMOV,
2026-08-14,PAMALS,3044000,PCE-PC1868,2704,4873.67,4873.67,121.84,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC2042,2742,5348.58,5348.58,133.71,4000.0,OS,
2026-08-14,1ETA,3044000,PCE-PC2047,2739,1250.58,6261.08,31.26,4000.0,APL,
2026-08-14,1/5GAV,3044000,PCE-PC2050,2702,552.83,12628.25,13.82,4000.0,APL,
2026-08-14,2ETA,3044000,PCE-PC2055,2722,4158.42,4158.42,103.96,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC2081,2724,3346.92,3346.92,83.67,4000.0,OS,
2026-08-14,7ETA,3044000,PCE-PC2115,2741,3886.67,3886.67,97.17,4000.0,APL,
2026-08-14,CLA,3044000,PCE-PC2223,2723,2830.67,2830.67,70.77,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC2224,2731,482.08,482.08,9.64,4000.0,REPARA,
2026-08-14,5ETA,3044000,PCE-PC2232,2743,4412.92,4412.92,110.32,4000.0,APL,
2026-08-14,6ETA,3044000,PCE-PC2257,2709,2755.25,2755.25,68.88,4000.0,APL,
2026-08-14,6ETA,3044000,PCE-PC2261,2720,3209.33,3209.33,80.23,4000.0,APL,
2026-08-14,PAMASP,3044000,PCE-PC2289,2731,1818.92,1818.92,45.47,4000.0,OS,
2026-08-14,1/5GAV,3044000,PCE-PC2290,2729,2832.83,2832.83,70.82,4000.0,OS,
2026-08-14,7ETA,3044000,PCE-PC2358,2736,3992.33,3992.33,99.81,4000.0,APL,
2026-08-14,1/5GAV,3044000,PCE-PC2360,2708,2295.75,2295.75,57.39,4000.0,APL,
2026-08-17,PAMASP,3104100-01,PC-E17371,2702,5139.25,10111.08,128.48,4000.0,OS,
2026-08-17,1/5GAV,3104100-01,PC-E17377,2703,4186.33,9665.0,104.66,4000.0,APL,
2026-08-17,2ETA,3044000,PC-EPC0431,2719,4342.92,13107.25,108.57,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC0499,2728,,12824.92,1.48,4000.0,OS,
2026-08-17,DACTAII,3044000,PCE-PC0743,2742,790.42,5536.42,19.76,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC0764,2734,4997.0,9207.17,124.93,4000.0,REPARA,
2026-08-17,7ETA,3044000,PCE-PC0776,2740,3301.75,8291.92,82.54,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC0790,2732,2889.42,8088.58,72.24,4000.0,REPARA,
2026-08-17,1ETA,3044000,PCE-PC0797,2733,4135.92,6638.42,103.4,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC0863,2702,,16595.0,,4000.0,REQUIS,
2026-08-17,1/15GAV,3044000,PCE-PC1002,2727,,7592.92,2.54,4000.0,APL,
2026-08-17,7ETA,3044000,PCE-PC1211,2738,,4526.42,2.5,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC1391,2728,142.92,5035.08,3.57,4000.0,OS,
2026-08-17,7ETA,3044000,PCE-PC1570,2737,377.25,4885.25,9.43,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC1659,2736,4479.58,4479.58,111.99,4000.0,OS,
2026-08-17,1ETA,3044000,PCE-PC1666,2731,396.25,5470.08,9.91,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC1734,2721,267.17,5257.83,6.68,4000.0,OS,
2026-08-17,BACG,3044000,PCE-PC1783,2727,5200.0,5200.0,130.0,4000.0,RECOLH,
2026-08-17,PAMASP,3044000,PCE-PC1801,2740,4832.42,4832.42,120.81,4000.0,OS,
2026-08-17,BAMN,3044000,PCE-PC1832,2738,4449.92,4449.92,111.25,4000.0,RECOLH,
2026-08-17,PAMASP,3044000,PCE-PC1835,2731,4629.83,4629.83,115.75,4000.0,OS,
2026-08-17,BACO,3044000,PCE-PC1850,2737,0.0,5094.67,,4000.0,REMOV,
2026-08-17,7ETA,3044000,PCE-PC1860,2741,3095.33,3095.33,77.38,4000.0,REMOV,
2026-08-17,PAMALS,3044000,PCE-PC1868,2704,4873.67,4873.67,121.84,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC2042,2742,5348.58,5348.58,133.71,4000.0,OS,
2026-08-17,1ETA,3044000,PCE-PC2047,2739,1250.58,6261.08,31.26,4000.0,APL,
2026-08-17,1/5GAV,3044000,PCE-PC2050,2702,552.83,12628.25,13.82,4000.0,APL,
2026-08-17,2ETA,3044000,PCE-PC2055,2722,4158.42,4158.42,103.96,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC2081,2724,3346.92,3346.92,83.67,4000.0,OS,
2026-08-17,7ETA,3044000,PCE-PC2115,2741,3886.67,3886.67,97.17,4000.0,APL,
2026-08-17,CLA,3044000,PCE-PC2223,2723,2830.67,2830.67,70.77,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC2224,2731,482.08,482.08,9.64,4000.0,REPARA,
2026-08-17,5ETA,3044000,PCE-PC2232,2743,4412.92,4412.92,110.32,4000.0,APL,
2026-08-17,6ETA,3044000,PCE-PC2257,2709,2755.25,2755.25,68.88,4000.0,APL,
2026-08-17,6ETA,3044000,PCE-PC2261,2720,3209.33,3209.33,80.23,4000.0,APL,
2026-08-17,PAMASP,3044000,PCE-PC2289,2731,1818.92,1818.92,45.47,4000.0,OS,
2026-08-17,1/5GAV,3044000,PCE-PC2290,2729,2832.83,2832.83,70.82,4000.0,OS,
2026-08-17,7ETA,3044000,PCE-PC2358,2736,3992.33,3992.33,99.81,4000.0,APL,
2026-08-17,1/5GAV,3044000,PCE-PC2360,2708,2295.75,2295.75,57.39,4000.0,APL,
2026-08-18,PAMASP,3104100-01,PC-E17371,2702,5139.25,10111.08,128.48,4000.0,OS,
2026-08-18,1/5GAV,3104100-01,PC-E17377,2703,4186.33,9665.0,104.66,4000.0,APL,
2026-08-18,2ETA,3044000,PC-EPC0431,2719,4342.92,13107.25,108.57,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC0499,2728,,12824.92,1.48,4000.0,OS,
2026-08-18,DACTAII,3044000,PCE-PC0743,2742,790.42,5536.42,19.76,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC0764,2734,4997.0,9207.17,124.93,4000.0,REPARA,
2026-08-18,7ETA,3044000,PCE-PC0776,2740,3301.75,8291.92,82.54,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC0790,2732,2889.42,8088.58,72.24,4000.0,REPARA,
2026-08-18,1ETA,3044000,PCE-PC0797,2733,4135.92,6638.42,103.4,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC0863,2702,,16595.0,,4000.0,REQUIS,
2026-08-18,1/15GAV,3044000,PCE-PC1002,2727,,7592.92,2.54,4000.0,APL,
2026-08-18,7ETA,3044000,PCE-PC1211,2738,,4526.42,2.5,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC1391,2728,142.92,5035.08,3.57,4000.0,OS,
2026-08-18,7ETA,3044000,PCE-PC1570,2737,377.25,4885.25,9.43,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC1659,2736,4479.58,4479.58,111.99,4000.0,OS,
2026-08-18,1ETA,3044000,PCE-PC1666,2731,396.25,5470.08,9.91,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC1734,2721,267.17,5257.83,6.68,4000.0,OS,
2026-08-18,BACG,3044000,PCE-PC1783,2727,5200.0,5200.0,130.0,4000.0,RECOLH,
2026-08-18,PAMASP,3044000,PCE-PC1801,2740,4832.42,4832.42,120.81,4000.0,OS,
2026-08-18,BAMN,3044000,PCE-PC1832,2738,4449.92,4449.92,111.25,4000.0,RECOLH,
2026-08-18,PAMASP,3044000,PCE-PC1835,2731,4629.83,4629.83,115.75,4000.0,OS,
2026-08-18,BACO,3044000,PCE-PC1850,2737,0.0,5094.67,,4000.0,REMOV,
2026-08-18,7ETA,3044000,PCE-PC1860,2741,3095.33,3095.33,77.38,4000.0,REMOV,
2026-08-18,PAMALS,3044000,PCE-PC1868,2704,4873.67,4873.67,121.84,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC2042,2742,5348.58,5348.58,133.71,4000.0,OS,
2026-08-18,1ETA,3044000,PCE-PC2047,2739,1250.58,6261.08,31.26,4000.0,APL,
2026-08-18,1/5GAV,3044000,PCE-PC2050,2702,552.83,12628.25,13.82,4000.0,APL,
2026-08-18,2ETA,3044000,PCE-PC2055,2722,4158.42,4158.42,103.96,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC2081,2724,3346.92,3346.92,83.67,4000.0,OS,
2026-08-18,7ETA,3044000,PCE-PC2115,2741,3886.67,3886.67,97.17,4000.0,APL,
2026-08-18,CLA,3044000,PCE-PC2223,2723,2830.67,2830.67,70.77,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC2224,2731,482.08,482.08,9.64,4000.0,REPARA,
2026-08-18,5ETA,3044000,PCE-PC2232,2743,4412.92,4412.92,110.32,4000.0,APL,
2026-08-18,6ETA,3044000,PCE-PC2257,2709,2755.25,2755.25,68.88,4000.0,APL,
2026-08-18,6ETA,3044000,PCE-PC2261,2720,3209.33,3209.33,80.23,4000.0,APL,
2026-08-18,PAMASP,3044000,PCE-PC2289,2731,1818.92,1818.92,45.47,4000.0,OS,
2026-08-18,1/5GAV,3044000,PCE-PC2290,2729,2832.83,2832.83,70.82,4000.0,OS,
2026-08-18,7ETA,3044000,PCE-PC2358,2736,3992.33,3992.33,99.81,4000.0,APL,
2026-08-18,1/5GAV,3044000,PCE-PC2360,2708,2295.75,2295.75,57.39,4000.0,APL,
2026-08-19,PAMASP,3104100-01,PC-E17371,2702,5139.25,10111.08,128.48,4000.0,OS,
2026-08-19,1/5GAV,3104100-01,PC-E17377,2703,4186.33,9665.0,104.66,4000.0,APL,
2026-08-19,2ETA,3044000,PC-EPC0431,2719,4342.92,13107.25,108.57,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC0499,2728,,12824.92,1.48,4000.0,OS,
2026-08-19,DACTAII,3044000,PCE-PC0743,2742,790.42,5536.42,19.76,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC0764,2734,4997.0,9207.17,124.93,4000.0,REPARA,
2026-08-19,7ETA,3044000,PCE-PC0776,2740,3301.75,8291.92,82.54,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC0790,2732,2889.42,8088.58,72.24,4000.0,REPARA,
2026-08-19,1ETA,3044000,PCE-PC0797,2733,4135.92,6638.42,103.4,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC0863,2702,,16595.0,,4000.0,REQUIS,
2026-08-19,1/15GAV,3044000,PCE-PC1002,2727,100.0,7592.92,2.54,4000.0,APL,
2026-08-19,7ETA,3044000,PCE-PC1211,2738,100.0,4526.42,2.5,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC1391,2728,142.92,5035.08,3.57,4000.0,OS,
2026-08-19,7ETA,3044000,PCE-PC1570,2737,377.25,4885.25,9.43,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC1659,2736,4479.58,4479.58,111.99,4000.0,OS,
2026-08-19,1ETA,3044000,PCE-PC1666,2731,396.25,5470.08,9.91,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC1734,2721,267.17,5257.83,6.68,4000.0,OS,
2026-08-19,BACG,3044000,PCE-PC1783,2727,5200.0,5200.0,130.0,4000.0,RECOLH,
2026-08-19,PAMASP,3044000,PCE-PC1801,2740,4832.42,4832.42,120.81,4000.0,OS,
2026-08-19,BAMN,3044000,PCE-PC1832,2738,4449.92,4449.92,111.25,4000.0,RECOLH,
2026-08-19,PAMASP,3044000,PCE-PC1835,2731,4629.83,4629.83,115.75,4000.0,OS,
2026-08-19,BACO,3044000,PCE-PC1850,2737,0.0,5094.67,,4000.0,REMOV,
2026-08-19,7ETA,3044000,PCE-PC1860,2741,3095.33,3095.33,77.38,4000.0,REMOV,
2026-08-19,PAMALS,3044000,PCE-PC1868,2704,4873.67,4873.67,121.84,4000.0,APL,
2026-08-19,PAMASP,3044000,PCE-PC2042,2742,5348.58,5348.58,133.71,4000.0,OS,
